"SeqResMsgPapel","Resultado","AtitudeUsr","NroEmpresa","ResultadoCmpl","Grupo","Ordem","TipoDest","Papel","Canal","SeqTxtPadrao","Template","Remetente","DtaInclusao","UsuInclusao","DtaAlteracao","UsuAlteracao","PesFormulario","PesResultado","QTDEDIAS","QTDEHU","SEQCONTAENVIO","TIPOPREFENVIO","INDENVIAQLQERHORA","EMUSO","PRIORIDADE","DESCRICAOMENSAGEM","OBJETIVOMSG"
"2915","3417","","7","","1","1","USR","956","EML","207","","","06/08/2025 09:23:00","MATHEUS.AUGUSTO","06/08/2025 09:23:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2916","3417","","1","","1","1","USR","951","EML","207","","","06/08/2025 09:23:00","MATHEUS.AUGUSTO","06/08/2025 09:23:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2917","3417","","13","","1","1","USR","961","EML","207","","","06/08/2025 09:23:00","MATHEUS.AUGUSTO","06/08/2025 09:23:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2918","3417","","17","","1","1","USR","965","EML","207","","","06/08/2025 09:23:00","MATHEUS.AUGUSTO","06/08/2025 09:23:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2919","3417","","16","","1","1","USR","964","EML","207","","","06/08/2025 09:24:00","MATHEUS.AUGUSTO","06/08/2025 09:24:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2920","3417","","2","","1","1","USR","1126","EML","207","","","06/08/2025 09:24:00","MATHEUS.AUGUSTO","06/08/2025 09:24:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist","MsCtr_Andamento_EML"
"2921","3417","","3","","1","1","USR","1124","EML","207","","","06/08/2025 09:29:00","MATHEUS.AUGUSTO","06/08/2025 09:29:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2922","3417","","9","","1","1","USR","1123","EML","207","","","06/08/2025 09:30:00","MATHEUS.AUGUSTO","06/08/2025 09:30:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2923","3417","","14","","1","1","USR","1256","EML","207","","","06/08/2025 09:33:00","MATHEUS.AUGUSTO","06/08/2025 09:33:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2924","3417","","11","","1","1","USR","1125","EML","207","","","06/08/2025 09:33:00","MATHEUS.AUGUSTO","06/08/2025 09:33:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2925","3417","","4","","1","1","USR","1158","EML","207","","","06/08/2025 09:33:00","MATHEUS.AUGUSTO","06/08/2025 09:33:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2926","3417","","12","","1","1","USR","1127","EML","207","","","06/08/2025 09:34:00","MATHEUS.AUGUSTO","06/08/2025 09:34:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2927","3417","","5","","1","1","USR","1159","EML","207","","","06/08/2025 09:34:00","MATHEUS.AUGUSTO","06/08/2025 09:34:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2928","3417","","15","","1","1","USR","1257","EML","207","","","06/08/2025 09:34:00","MATHEUS.AUGUSTO","06/08/2025 09:34:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2929","3417","","10","","1","1","USR","1160","EML","207","","","06/08/2025 09:35:00","MATHEUS.AUGUSTO","06/08/2025 09:35:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2930","3417","","18","","1","1","USR","1260","EML","207","","","06/08/2025 09:35:00","MATHEUS.AUGUSTO","06/08/2025 09:35:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2931","3417","","7","","1","1","USR","1122","EML","207","","","06/08/2025 09:35:00","MATHEUS.AUGUSTO","06/08/2025 09:35:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2932","3417","","1","","1","1","USR","1121","EML","207","","","06/08/2025 09:35:00","MATHEUS.AUGUSTO","06/08/2025 09:35:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2933","3417","","13","","1","1","USR","1255","EML","207","","","06/08/2025 09:36:00","MATHEUS.AUGUSTO","06/08/2025 09:36:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2934","3417","","17","","1","1","USR","1259","EML","207","","","06/08/2025 09:37:00","MATHEUS.AUGUSTO","06/08/2025 09:37:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2935","3417","","16","","1","1","USR","1258","EML","207","","","06/08/2025 09:37:00","MATHEUS.AUGUSTO","06/08/2025 09:37:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2936","3412","","","","1","1","USR","863","EML","207","","","07/08/2025 15:33:14","RICARDO.MORETTI","07/08/2025 15:33:14","RICARDO.MORETTI","","","0","0,00","","","0","1","0","lorelaine","MsCtr_Andamento_EML"
"2937","3401","","","","1","1","USR","-5","EML","207","","","18/08/2025 08:09:00","MATHEUS.AUGUSTO","18/08/2025 08:09:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Vendedor","MsCtr_Andamento_EML"
"2938","3402","","","","1","1","USR","-5","EML","207","","","18/08/2025 08:22:00","MATHEUS.AUGUSTO","18/08/2025 08:22:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Vendedor","MsCtr_Andamento_EML"
"2939","3406","","","","1","1","USR","-5","EML","207","","","18/08/2025 08:24:35","MATHEUS.AUGUSTO","18/08/2025 08:24:35","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Vendedor","MsCtr_Andamento_EML"
"2940","3412","","","","1","1","USR","-5","EML","207","","","18/08/2025 08:26:54","MATHEUS.AUGUSTO","18/08/2025 08:26:54","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Vendedor","MsCtr_Andamento_EML"
"2941","3413","","","","1","1","USR","-5","EML","207","","","18/08/2025 08:27:39","MATHEUS.AUGUSTO","18/08/2025 08:27:39","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Vendedor","MsCtr_Andamento_EML"
"2942","3447","","","","1","1","USR","-5","EML","207","","","18/08/2025 08:28:10","MATHEUS.AUGUSTO","18/08/2025 08:28:10","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Vendedor","MsCtr_Andamento_EML"
"2943","3440","","","","1","1","USR","-5","EML","207","","","18/08/2025 08:28:52","MATHEUS.AUGUSTO","18/08/2025 08:28:52","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Vendedor","MsCtr_Andamento_EML"
"2944","2994","","","","1","1","USR","-5","EML","207","","","18/08/2025 08:29:36","MATHEUS.AUGUSTO","18/08/2025 08:29:36","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Vendedor","MsCtr_Andamento_EML"
"2945","3455","","","","1","1","USR","-5","EML","207","","","18/08/2025 08:30:56","MATHEUS.AUGUSTO","18/08/2025 08:30:56","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Vendedor","MsCtr_Andamento_EML"
"2946","3456","","","","1","1","USR","-5","EML","207","","","18/08/2025 08:31:31","MATHEUS.AUGUSTO","18/08/2025 08:31:31","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Vendedor","MsCtr_Andamento_EML"
"2947","2968","","","","1","1","USR","-5","EML","207","","","21/08/2025 09:48:28","MATHEUS.AUGUSTO","21/08/2025 09:48:28","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Vendedor","MsCtr_Andamento_EML"
"2948","3673","","","","","","USR","255","EML","207","","","21/08/2025 10:51:00","NETO.PRADO","21/08/2025 10:51:00","NETO.PRADO","","","0","0,00","","","0","1","0","TESTE ENVIO DE E-MAIL","MsCtr_Andamento_EML"
"2949","3440","","2","","1","1","USR","1126","EML","207","","","21/08/2025 09:48:59","MATHEUS.AUGUSTO","21/08/2025 09:48:59","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2950","3440","","3","","1","1","USR","1124","EML","207","","","21/08/2025 11:10:58","MATHEUS.AUGUSTO","21/08/2025 11:10:58","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2951","3440","","9","","1","1","USR","1123","EML","207","","","21/08/2025 11:11:18","MATHEUS.AUGUSTO","21/08/2025 11:11:18","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2952","3440","","14","","1","1","USR","1256","EML","207","","","21/08/2025 11:11:35","MATHEUS.AUGUSTO","21/08/2025 11:11:35","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2953","3440","","12","","1","1","USR","1127","EML","207","","","21/08/2025 11:12:00","MATHEUS.AUGUSTO","21/08/2025 11:12:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2954","3440","","4","","1","1","USR","1158","EML","207","","","21/08/2025 11:12:27","MATHEUS.AUGUSTO","21/08/2025 11:12:27","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2955","3440","","5","","1","1","USR","1159","EML","207","","","21/08/2025 11:13:10","MATHEUS.AUGUSTO","21/08/2025 11:13:10","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2956","3440","","15","","1","1","USR","1257","EML","207","","","21/08/2025 11:13:28","MATHEUS.AUGUSTO","21/08/2025 11:13:28","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2957","3440","","10","","1","1","USR","1160","EML","207","","","21/08/2025 11:13:52","MATHEUS.AUGUSTO","21/08/2025 11:13:52","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2958","3440","","18","","1","1","USR","1260","EML","207","","","21/08/2025 11:14:10","MATHEUS.AUGUSTO","21/08/2025 11:14:10","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2959","3440","","7","","1","1","USR","1122","EML","207","","","21/08/2025 11:14:33","MATHEUS.AUGUSTO","21/08/2025 11:14:33","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2960","3440","","1","","1","1","USR","1121","EML","207","","","21/08/2025 11:14:51","MATHEUS.AUGUSTO","21/08/2025 11:14:51","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2961","3440","","13","","1","1","USR","1255","EML","207","","","21/08/2025 11:15:11","MATHEUS.AUGUSTO","21/08/2025 11:15:11","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2962","3440","","17","","1","1","USR","1259","EML","207","","","21/08/2025 11:15:35","MATHEUS.AUGUSTO","21/08/2025 11:15:35","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2963","3440","","16","","1","1","USR","1258","EML","207","","","21/08/2025 11:15:57","MATHEUS.AUGUSTO","21/08/2025 11:15:57","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2964","3440","","","","1","1","USR","869","EML","207","","","21/08/2025 11:16:52","MATHEUS.AUGUSTO","21/08/2025 11:16:52","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Adm Vendas","MsCtr_Andamento_EML"
"2965","3440","","2","","1","1","USR","952","EML","207","","","21/08/2025 11:20:32","MATHEUS.AUGUSTO","21/08/2025 11:20:32","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger maq","MsCtr_Andamento_EML"
"2966","3440","","3","","1","1","USR","953","EML","207","","","21/08/2025 11:28:54","MATHEUS.AUGUSTO","21/08/2025 11:28:54","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger maq","MsCtr_Andamento_EML"
"2967","3440","","9","","1","1","USR","957","EML","207","","","21/08/2025 11:29:16","MATHEUS.AUGUSTO","21/08/2025 11:29:16","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger maq","MsCtr_Andamento_EML"
"2968","3440","","14","","1","1","USR","962","EML","207","","","21/08/2025 11:29:33","MATHEUS.AUGUSTO","21/08/2025 11:29:33","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger maq","MsCtr_Andamento_EML"
"2969","3440","","11","","1","1","USR","959","EML","207","","","21/08/2025 11:29:52","MATHEUS.AUGUSTO","21/08/2025 11:29:52","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger maq","MsCtr_Andamento_EML"
"2970","3440","","4","","1","1","USR","954","EML","207","","","21/08/2025 11:30:10","MATHEUS.AUGUSTO","21/08/2025 11:30:10","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger maq","MsCtr_Andamento_EML"
"2971","3440","","12","","1","1","USR","960","EML","207","","","21/08/2025 11:30:31","MATHEUS.AUGUSTO","21/08/2025 11:30:31","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger maq","MsCtr_Andamento_EML"
"2972","3440","","5","","1","1","USR","955","EML","207","","","21/08/2025 11:30:46","MATHEUS.AUGUSTO","21/08/2025 11:30:46","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger maq","MsCtr_Andamento_EML"
"2973","3440","","15","","1","1","USR","963","EML","207","","","21/08/2025 11:31:01","MATHEUS.AUGUSTO","21/08/2025 11:31:01","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger maq","MsCtr_Andamento_EML"
"2974","3440","","10","","1","1","USR","958","EML","207","","","21/08/2025 11:31:24","MATHEUS.AUGUSTO","21/08/2025 11:31:24","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger maq","MsCtr_Andamento_EML"
"2975","3440","","18","","1","1","USR","966","EML","207","","","21/08/2025 11:31:43","MATHEUS.AUGUSTO","21/08/2025 11:31:43","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger maq","MsCtr_Andamento_EML"
"2976","3440","","7","","1","1","USR","956","EML","207","","","21/08/2025 11:32:01","MATHEUS.AUGUSTO","21/08/2025 11:32:01","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger maq","MsCtr_Andamento_EML"
"2977","3440","","1","","1","1","USR","951","EML","207","","","21/08/2025 11:32:18","MATHEUS.AUGUSTO","21/08/2025 11:32:18","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger maq","MsCtr_Andamento_EML"
"2978","3440","","13","","1","1","USR","961","EML","207","","","21/08/2025 11:32:40","MATHEUS.AUGUSTO","21/08/2025 11:32:40","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger maq","MsCtr_Andamento_EML"
"2979","3440","","17","","1","1","USR","965","EML","207","","","21/08/2025 11:33:01","MATHEUS.AUGUSTO","21/08/2025 11:33:01","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger maq","MsCtr_Andamento_EML"
"2980","3440","","16","","1","1","USR","964","EML","207","","","21/08/2025 11:33:22","MATHEUS.AUGUSTO","21/08/2025 11:33:22","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger maq","MsCtr_Andamento_EML"
"2981","2869","","","","1","1","USR","-5","EML","207","","","20/08/2025 15:55:47","MATHEUS.AUGUSTO","20/08/2025 15:55:47","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Vendedor","MsCtr_Andamento_EML"
"2982","3412","","2","","1","1","USR","952","EML","207","","","22/08/2025 09:18:26","MATHEUS.AUGUSTO","22/08/2025 09:18:26","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger maq","MsCtr_Andamento_EML"
"2983","3412","","3","","1","1","USR","953","EML","207","","","22/08/2025 09:22:18","MATHEUS.AUGUSTO","22/08/2025 09:22:18","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger maq","MsCtr_Andamento_EML"
"2984","3412","","9","","1","1","USR","957","EML","207","","","22/08/2025 09:22:34","MATHEUS.AUGUSTO","22/08/2025 09:22:34","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger maq","MsCtr_Andamento_EML"
"2985","3412","","14","","1","1","USR","962","EML","207","","","22/08/2025 09:22:57","MATHEUS.AUGUSTO","22/08/2025 09:22:57","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger maq","MsCtr_Andamento_EML"
"2986","3412","","11","","1","1","USR","959","EML","207","","","22/08/2025 09:23:13","MATHEUS.AUGUSTO","22/08/2025 09:23:13","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger maq","MsCtr_Andamento_EML"
"2987","3412","","4","","1","1","USR","954","EML","207","","","22/08/2025 09:23:35","MATHEUS.AUGUSTO","22/08/2025 09:23:35","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger maq","MsCtr_Andamento_EML"
"2988","3412","","12","","1","1","USR","960","EML","207","","","22/08/2025 09:23:51","MATHEUS.AUGUSTO","22/08/2025 09:23:51","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger maq","MsCtr_Andamento_EML"
"2989","3412","","5","","1","1","USR","955","EML","207","","","22/08/2025 09:24:13","MATHEUS.AUGUSTO","22/08/2025 09:24:13","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger maq","MsCtr_Andamento_EML"
"2990","3412","","15","","1","1","USR","963","EML","207","","","22/08/2025 09:24:28","MATHEUS.AUGUSTO","22/08/2025 09:24:28","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger maq","MsCtr_Andamento_EML"
"2991","3412","","10","","1","1","USR","958","EML","207","","","22/08/2025 09:24:47","MATHEUS.AUGUSTO","22/08/2025 09:24:47","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger maq","MsCtr_Andamento_EML"
"2992","3412","","18","","1","1","USR","966","EML","207","","","22/08/2025 09:25:01","MATHEUS.AUGUSTO","22/08/2025 09:25:01","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger maq","MsCtr_Andamento_EML"
"2993","3412","","7","","1","1","USR","956","EML","207","","","22/08/2025 09:25:14","MATHEUS.AUGUSTO","22/08/2025 09:25:14","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger maq","MsCtr_Andamento_EML"
"2994","3412","","1","","1","1","USR","951","EML","207","","","22/08/2025 09:25:33","MATHEUS.AUGUSTO","22/08/2025 09:25:33","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger maq","MsCtr_Andamento_EML"
"2995","3412","","13","","1","1","USR","961","EML","207","","","22/08/2025 09:25:48","MATHEUS.AUGUSTO","22/08/2025 09:25:48","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger maq","MsCtr_Andamento_EML"
"2996","3412","","17","","1","1","USR","965","EML","207","","","22/08/2025 09:26:04","MATHEUS.AUGUSTO","22/08/2025 09:26:04","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger maq","MsCtr_Andamento_EML"
"2997","3412","","16","","1","1","USR","964","EML","207","","","22/08/2025 09:26:20","MATHEUS.AUGUSTO","22/08/2025 09:26:20","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger maq","MsCtr_Andamento_EML"
"2998","3258","","","Serviços","1","1","USR","785","EML","207","","","22/08/2025 10:13:26","MATHEUS.AUGUSTO","22/08/2025 10:13:26","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Serviços","MsCtr_Andamento_EML"
"2999","3259","","","Serviços","1","1","USR","785","EML","207","","","22/08/2025 10:14:41","MATHEUS.AUGUSTO","22/08/2025 10:14:41","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Serviços","MsCtr_Andamento_EML"
"3000","3659","","","","1","1","USR","863","EML","207","","","22/08/2025 14:14:55","MATHEUS.AUGUSTO","22/08/2025 14:14:55","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Lorelaine","MsCtr_Andamento_EML"
"3001","3231","","","","1","1","USR","652","EML","207","","","02/09/2025 10:35:11","RICARDO.MORETTI","02/09/2025 10:35:11","RICARDO.MORETTI","","","0","0,00","","","0","1","0","Fran","MsCtr_Andamento_EML"
"3002","3641","","","","1","1","USR","1365","EML","207","","","08/09/2025 08:18:41","MATHEUS.AUGUSTO","08/09/2025 08:18:41","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Adm de Vendas","MsCtr_Andamento_EML"
"3003","3234","","","","1","1","USR","-3","EML","207","","","12/09/2025 10:57:32","MATHEUS.AUGUSTO","12/09/2025 10:57:32","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Gerente","MsCtr_Andamento_EML"
"3004","3233","","","","1","1","USR","-3","EML","207","","","12/09/2025 11:00:32","MATHEUS.AUGUSTO","12/09/2025 11:00:32","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Gerentes","MsCtr_Andamento_EML"
"3005","3235","","","","1","1","USR","-3","EML","207","","","12/09/2025 11:01:08","MATHEUS.AUGUSTO","12/09/2025 11:01:08","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Gerente","MsCtr_Andamento_EML"
"3006","3236","","","","1","1","USR","-3","EML","207","","","12/09/2025 11:02:28","MATHEUS.AUGUSTO","12/09/2025 11:02:28","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Gerente","MsCtr_Andamento_EML"
"3007","3664","","","","1","1","USR","1365","EML","207","","","29/09/2025 09:45:10","MATHEUS.AUGUSTO","29/09/2025 09:45:10","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Adm de Vendas","MsCtr_Andamento_EML"
